kernels
1,0.6353405230870349,0.8870482384535753,21.48639114959623,30.342588845090063
2,0.6883266378181753,0.9007217992462427,24.920183219195913,33.15973133769811
3,0.7062137451209013,0.8948691223780276,22.26505348583717,29.24195791722962
4,0.6073879725771473,0.9129135702937031,21.73311852679361,30.015806085113482
5,0.628327993252378,0.9224046598762573,19.669430429144626,30.06487753549612
6,0.6236262820080501,0.8547751623742557,21.024267879910372,27.13472936880865
7,0.6458415282330296,0.9156596915289705,19.635215627734343,30.910602029813617
8,0.7419955592537146,0.911499655829963,26.79721839018758,33.5287559520208
9,0.6020070844729609,0.884142711275573,22.7375727783407,29.15279644174339
10,0.5935853411221975,0.8842525699643857,23.849632963848066,31.5243563481183
11,0.6334504159830556,0.8847660394856987,25.003595862211135,31.551971499604235
12,0.5736501017520853,0.8730237121163417,23.80932316943249,30.75291878227575
avg
0.6399794320567276,0.893839744401916,22.74425029018602,30.61509101191768
1,0.6025158973326366,0.8302531374860808,20.907727303537143,28.11807759531551
2,0.653828109438006,0.8328792188695088,23.867007621146445,30.295440052874355
3,0.6734622622382829,0.8350770757846481,21.761335442759353,24.784566469489132
4,0.5683575209515483,0.8507682762136227,21.140566031929918,25.9586595030132
5,0.5654939826169695,0.8437556106852979,18.708083306211748,25.745882689834506
6,0.5862015228095128,0.8461032303271235,20.4698635299157,25.87079719980823
7,0.6035477500995321,0.8870313485871223,18.839134126966584,29.587899827134002
8,0.7351272836960095,0.8976384573513408,26.48986674701466,32.823105548773555
9,0.5648569298183984,0.7896946758170871,22.25727189617386,25.259661510862117
10,0.5484673364151328,0.8660943297057598,23.376925887420033,31.053274013044906
11,0.6029882982319968,0.8650966702906688,24.502021161695716,30.139031192981353
12,0.5216842664474758,0.8797291802669781,23.139997451012494,31.024024106959022
avg
0.6022109300079584,0.8520101009487698,22.12165004214864,28.388368309174158
1,0.6489295085658149,0.8914326023332966,21.38894474341637,29.74052479165818
2,0.721236191114078,0.9061799147018978,25.596228971348218,34.421473116106405
3,0.715674212455308,0.9089341066405662,22.09965752063155,27.92616008178731
4,0.634887389077039,0.9273896348344085,22.00926070597104,30.85644525071981
5,0.6798369421183561,0.9447624383635573,20.60205451451855,31.39799046218341
6,0.644024345041455,0.896656863366448,21.227356223546078,28.385415995531705
7,0.6815294370368763,0.9211297329060062,20.32536290875076,30.31095682534447
8,0.7424164121329944,0.9189689165902747,26.29904193414507,34.42604944343763
9,0.616296187128409,0.8233945233595289,22.837557349716104,26.53555293963784
10,0.6141411143433577,0.8758833300814346,24.11250867293059,31.39243175320269
11,0.6479881668123216,0.8868701927147813,25.03777864869933,31.585583045194095
